url,sitemaps,status,classification,canonical,canonical_ok,valid
https://5sigmas.com/series/ia-pib-bienestar-energia/01-electricidad-bienestar/,sitemap.xml,200,INDEX,https://5sigmas.com/series/ia-pib-bienestar-energia/01-electricidad-bienestar/,True,True
https://5sigmas.com/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/,sitemap.xml,200,INDEX,https://5sigmas.com/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/,True,True
https://5sigmas.com/series/ia-pib-bienestar-energia/03-pib-vs-bienestar/,sitemap.xml,200,INDEX,https://5sigmas.com/series/ia-pib-bienestar-energia/03-pib-vs-bienestar/,True,True
https://5sigmas.com/series/ia-pib-bienestar-energia/04-ia-pib-hoy/,sitemap.xml,200,INDEX,https://5sigmas.com/series/ia-pib-bienestar-energia/04-ia-pib-hoy/,True,True
https://5sigmas.com/series/modelos-razonadores/00_presentacion_serie/,sitemap.xml,200,INDEX,https://5sigmas.com/series/modelos-razonadores/00_presentacion_serie/,True,True
https://5sigmas.com/series/modelos-razonadores/01-que-es-razonar/,sitemap.xml,200,INDEX,https://5sigmas.com/series/modelos-razonadores/01-que-es-razonar/,True,True
https://5sigmas.com/series/modelos-razonadores/02-fallos/,sitemap.xml,200,INDEX,https://5sigmas.com/series/modelos-razonadores/02-fallos/,True,True
https://5sigmas.com/series/modelos-razonadores/03-test-time-compute/,sitemap.xml,200,INDEX,https://5sigmas.com/series/modelos-razonadores/03-test-time-compute/,True,True
https://5sigmas.com/series/modelos-razonadores/04-latencia-streaming/,sitemap.xml,200,INDEX,https://5sigmas.com/series/modelos-razonadores/04-latencia-streaming/,True,True
https://5sigmas.com/series/modelos-razonadores/05-riesgos/,sitemap.xml,200,INDEX,https://5sigmas.com/series/modelos-razonadores/05-riesgos/,True,True
https://5sigmas.com/series/multimodalidad-iag/00_presentacion_serie/,sitemap.xml,200,INDEX,https://5sigmas.com/series/multimodalidad-iag/00_presentacion_serie/,True,True
https://5sigmas.com/series/multimodalidad-iag/01-el-problema/,sitemap.xml,200,INDEX,https://5sigmas.com/series/multimodalidad-iag/01-el-problema/,True,True
https://5sigmas.com/series/multimodalidad-iag/02-alineamiento/,sitemap.xml,200,INDEX,https://5sigmas.com/series/multimodalidad-iag/02-alineamiento/,True,True
https://5sigmas.com/series/multimodalidad-iag/03-arquitecturas/,sitemap.xml,200,INDEX,https://5sigmas.com/series/multimodalidad-iag/03-arquitecturas/,True,True
https://5sigmas.com/series/multimodalidad-iag/04-evaluacion/,sitemap.xml,200,INDEX,https://5sigmas.com/series/multimodalidad-iag/04-evaluacion/,True,True
